# Combined nev from the directory /RESULTS/grid4D/results/
# par1	par2	par3	par4	xsect [mb]	xsecterr [mb]	nev
1129	1129	1108	676	6.196e-10	1.038e-11	223057
2350	1129	3000	959	1.374e-10	1.875e-12	49465
1442	1129	500	336	1.021e-09	1.747e-11	367561
2350	1129	2458	690	1.309e-10	1.819e-12	47125
1000	2080	500	214	8.859e-10	1.196e-11	318925
1000	2655	1353	400	1.955e-10	3.555e-12	70381
1129	1442	610	1	4.673e-10	6.862e-12	168229
2350	1129	3000	690	1.316e-10	1.813e-12	47376
1629	1276	610	600	3.781e-10	6.662e-12	136117
3000	1442	610	271	2.363e-10	3.256e-12	85069
1000	1629	1651	784	3.186e-10	5.462e-12	114697
1841	1000	3000	640	3.279e-10	4.623e-12	118045
1000	1276	1651	400	5.864e-10	9.971e-12	211104
1000	1442	744	715	4.685e-10	7.206e-12	168661
1000	3000	3000	922	1.923e-10	3.441e-12	69229
1629	1276	744	491	1.922e-10	2.921e-12	69193
1000	1841	2014	640	2.627e-10	4.67e-12	94573
1276	1129	744	310	4.549e-10	6.973e-12	163765
1000	1629	610	552	3.594e-10	5.681e-12	129385
1129	1000	610	505	1.047e-09	1.552e-11	376921
1000	2655	3000	983	1.936e-10	3.525e-12	69697
1000	2655	1108	953	2.051e-10	3.837e-12	73837
1000	1442	744	1	4.841e-10	6.775e-12	174277
1000	1442	744	734	4.851e-10	7.359e-12	174637
1000	1442	3000	972	4.151e-10	7.136e-12	149437
1000	1629	500	446	7.222e-10	1.267e-11	259993
1000	2655	1353	870	2.041e-10	3.788e-12	73477
1000	1841	1651	870	2.545e-10	4.481e-12	91621
1000	1841	908	786	2.556e-10	3.605e-12	92017
1000	1442	908	575	4.204e-10	6.822e-12	151345
1000	1276	610	505	8.008e-10	1.268e-11	288289
1000	1442	2014	990	4.324e-10	7.313e-12	155664
1000	1629	1651	1	3.292e-10	5.742e-12	118513
2655	2655	500	482	7.637e-10	1.408e-11	274933
1000	1442	2014	400	4.235e-10	6.927e-12	152461
1000	3000	3000	784	1.905e-10	3.608e-12	68581
2655	1276	2458	1250	6.875e-11	1.164e-12	24751
2080	1129	500	446	6.434e-10	1.229e-11	231624
1442	1129	500	446	7.889e-10	1.429e-11	284005
1000	2655	1353	972	2.02e-10	3.677e-12	72721
1000	1276	610	592	8.161e-10	1.363e-11	293797
1841	1000	610	592	5.814e-10	9.298e-12	209304
2350	1129	500	336	8.484e-10	1.437e-11	305425
1442	2080	610	505	2.429e-10	3.86e-12	87445
1000	1841	2014	1	2.558e-10	4.44e-12	92089
1629	1276	610	577	3.513e-10	6.261e-12	126469
1000	1629	1353	400	3.298e-10	5.574e-12	118728
2350	1129	3000	856	1.305e-10	1.76e-12	46980
1442	3000	500	469	7.52e-10	1.41e-11	270721
2350	1629	500	482	7.793e-10	1.524e-11	280549
1000	1442	908	834	4.027e-10	5.573e-12	144973
1000	1129	2458	990	8.728e-10	1.457e-11	314209
1000	2080	2458	1	2.269e-10	4.073e-12	81685
1129	1129	908	863	6.255e-10	1.092e-11	225180
2655	1276	2458	1260	7.035e-11	1.306e-12	25326
1276	1000	908	706	6.456e-10	9.626e-12	232417
1000	1442	500	1	1.159e-09	1.685e-11	417241
